REF_DATE,GEO,DGUID,Place of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013,"Canada, place of residence",2016A000011124,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227357,1.2.2,62.8,,,,1
2013,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227358,1.3.1,93282,,,,0
2013,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227359,1.3.2,37,,,,1
2013,"Canada, place of residence",2016A000011124,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227360,1.4.1,472,,,,0
2013,"Canada, place of residence",2016A000011124,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227361,1.4.2,0.2,,,,1
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Number of deaths,Number,223,units,0,v21227362,2.1.1,4837,,,,0
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227363,2.1.2,100,,,,1
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227364,2.2.1,3226,,,,0
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227365,2.2.2,66.7,,,,1
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227366,2.3.1,1597,,,,0
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227367,2.3.2,33,,,,1
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227368,2.4.1,14,,,,0
2013,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227369,2.4.2,0.3,,,,1
2013,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Number of deaths,Number,223,units,0,v21227370,3.1.1,1284,,,,0
2013,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227371,3.1.2,100,,,,1
2013,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227372,3.2.1,700,,,,0
2013,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227373,3.2.2,54.5,,,,1
2013,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227374,3.3.1,584,,,,0
2013,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227375,3.3.2,45.5,,,,1
2013,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227376,3.4.1,0,,,,0
2013,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227377,3.4.2,0,,,,1
2013,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Number of deaths,Number,223,units,0,v21227378,4.1.1,8878,,,,0
2013,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227379,4.1.2,100,,,,1
2013,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227380,4.2.1,5172,,,,0
2013,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227381,4.2.2,58.3,,,,1
2013,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227382,4.3.1,3706,,,,0
2013,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227383,4.3.2,41.7,,,,1
2013,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227384,4.4.1,0,,,,0
2013,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227385,4.4.2,0,,,,1
2013,"New Brunswick, place of residence",2016A000213,"Total, place of death",Number of deaths,Number,223,units,0,v21227386,5.1.1,6627,,,,0
2013,"New Brunswick, place of residence",2016A000213,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227387,5.1.2,100,,,,1
2013,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227388,5.2.1,4316,,,,0
2013,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227389,5.2.2,65.1,,,,1
2013,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227390,5.3.1,2307,,,,0
2013,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227391,5.3.2,34.8,,,,1
2013,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227392,5.4.1,4,,,,0
2013,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227393,5.4.2,0.1,,,,1
2013,"Quebec, place of residence",2016A000224,"Total, place of death",Number of deaths,Number,223,units,0,v21227394,6.1.1,61289,,,,0
2013,"Quebec, place of residence",2016A000224,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227395,6.1.2,100,,,,1
2013,"Quebec, place of residence",2016A000224,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227396,6.2.1,49109,,,,0
2013,"Quebec, place of residence",2016A000224,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227397,6.2.2,80.1,,,,1
2013,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227398,6.3.1,12179,,,,0
2013,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227399,6.3.2,19.9,,,,1
2013,"Quebec, place of residence",2016A000224,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227400,6.4.1,1,,,,0
2013,"Quebec, place of residence",2016A000224,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227401,6.4.2,0,,,,1
2013,"Ontario, place of residence",2016A000235,"Total, place of death",Number of deaths,Number,223,units,0,v21227402,7.1.1,93343,,,,0
2013,"Ontario, place of residence",2016A000235,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227403,7.1.2,100,,,,1
2013,"Ontario, place of residence",2016A000235,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227404,7.2.1,53187,,,,0
2013,"Ontario, place of residence",2016A000235,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227405,7.2.2,57,,,,1
2013,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227406,7.3.1,40153,,,,0
2013,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227407,7.3.2,43,,,,1
2013,"Ontario, place of residence",2016A000235,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227408,7.4.1,3,,,,0
2013,"Ontario, place of residence",2016A000235,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227409,7.4.2,0,,,,1
2013,"Manitoba, place of residence",2016A000246,"Total, place of death",Number of deaths,Number,223,units,0,v21227410,8.1.1,10095,,,,0
2013,"Manitoba, place of residence",2016A000246,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227411,8.1.2,100,,,,1
2013,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227412,8.2.1,8488,,,,0
2013,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227413,8.2.2,84.1,,,,1
2013,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227414,8.3.1,1606,,,,0
2013,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227415,8.3.2,15.9,,,,1
2013,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227416,8.4.1,1,,,,0
2013,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227417,8.4.2,0,,,,1
2013,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Number of deaths,Number,223,units,0,v21227418,9.1.1,9333,,,,0
2013,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227419,9.1.2,100,,,,1
2013,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227420,9.2.1,4849,,,,0
2013,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227421,9.2.2,52,,,,1
2013,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227422,9.3.1,4064,,,,0
2013,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227423,9.3.2,43.5,,,,1
2013,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227424,9.4.1,420,,,,0
2013,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227425,9.4.2,4.5,,,,1
2013,"Alberta, place of residence",2016A000248,"Total, place of death",Number of deaths,Number,223,units,0,v21227426,10.1.1,22844,,,,0
2013,"Alberta, place of residence",2016A000248,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227427,10.1.2,100,,,,1
2013,"Alberta, place of residence",2016A000248,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227428,10.2.1,13408,,,,0
2013,"Alberta, place of residence",2016A000248,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227429,10.2.2,58.7,,,,1
2013,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227430,10.3.1,9434,,,,0
2013,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227431,10.3.2,41.3,,,,1
2013,"Alberta, place of residence",2016A000248,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227432,10.4.1,2,,,,0
2013,"Alberta, place of residence",2016A000248,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227433,10.4.2,0,,,,1
2013,"British Columbia, place of residence",2016A000259,"Total, place of death",Number of deaths,Number,223,units,0,v21227434,11.1.1,33200,,,,0
2013,"British Columbia, place of residence",2016A000259,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227435,11.1.2,100,,,,1
2013,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227436,11.2.1,15837,,,,0
2013,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227437,11.2.2,47.7,,,,1
2013,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227438,11.3.1,17362,,,,0
2013,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227439,11.3.2,52.3,,,,1
2013,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227440,11.4.1,1,,,,0
2013,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227441,11.4.2,0,,,,1
2013,"Yukon, place of residence",2016A000260,"Total, place of death",Number of deaths,Number,223,units,0,v21227442,12.1.1,215,,,,0
2013,"Yukon, place of residence",2016A000260,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227443,12.1.2,100,,,,1
2013,"Yukon, place of residence",2016A000260,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227444,12.2.1,103,,,,0
2013,"Yukon, place of residence",2016A000260,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227445,12.2.2,47.9,,,,1
2013,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227446,12.3.1,104,,,,0
2013,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227447,12.3.2,48.4,,,,1
2013,"Yukon, place of residence",2016A000260,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227448,12.4.1,8,,,,0
2013,"Yukon, place of residence",2016A000260,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227449,12.4.2,3.7,,,,1
2013,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Number of deaths,Number,223,units,0,v21227458,14.1.1,199,,,,0
2013,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227459,14.1.2,100,,,,1
2013,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227460,14.2.1,108,,,,0
2013,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227461,14.2.2,54.3,,,,1
2013,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227462,14.3.1,88,,,,0
2013,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227463,14.3.2,44.2,,,,1
2013,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227464,14.4.1,3,,,,0
2013,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227465,14.4.2,1.5,,,,1
2013,"Nunavut, place of residence",2016A000262,"Total, place of death",Number of deaths,Number,223,units,0,v21227466,15.1.1,194,,,,0
2013,"Nunavut, place of residence",2016A000262,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227467,15.1.2,100,,,,1
2013,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227468,15.2.1,81,,,,0
2013,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227469,15.2.2,41.8,,,,1
2013,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227470,15.3.1,98,,,,0
2013,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227471,15.3.2,50.5,,,,1
2013,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227472,15.4.1,15,,,,0
